Title Searched,Year Searched,Director Searched,Publication,Score,Critic,Snippet,Date Written
THE PLAYER,1994,Robert Altman,The New York Times,90,Vincent Canby,"So entertaining, so flip and so genially irreverent that it seems to announce the return of the great gregarious film maker whose ""Nashville"" remains one of the classics of the 1970's.",
THE PLAYER,1994,Robert Altman,Austin Chronicle,89,Steve Davis,"From its brilliant and sublime opening sequence to its self-reflexive ending, The Player distills everything that's wrong with the American film industry with the precision of someone who's been there.",
THE PLAYER,1994,Robert Altman,Christian Science Monitor,88,David Sterritt,"The film should captivate anyone with a taste for bold cinematics, unpredictable storytelling, and pitch-black humor aimed at the worthiest of targets: a self-involved and self-congratulatory, industry that often gives lip service to art while worshipping the bottom line. [10 Apr 1992]",
THE PLAYER,1994,Robert Altman,TV Guide Magazine,80,Staff (Not credited),A hilarious and deftly convincing satire.,
THE PLAYER,1994,Robert Altman,Los Angeles Times,60,Kenneth Turan,"Even when Griffin has a heart of stone, Tim Robbins is lacking in the knid of ice-cold magnetism that allows a thorough bastard to hold the screen like nobody's business. [10 Apr 1992]",
THE PLAYER,1994,Robert Altman,Chicago Reader,40,Jonathan Rosenbaum,"The surface activity keeps one occupied, but never adds up to much because none of the characters is developed beyond the cartoon level; and the snobby sense of knowingness that's over everything is uncomfortably close to what the movie is supposed to be dissecting.",
THE PLAYER,1994,Robert Altman,The New Republic,30,Stanley Kauffmann,"In crudest terms, there's no one to root for, and unlike Mamet or Pinter, for instance, the story isn't remotely strong enough to thrive without such a center&#133; [The film s]trains hard to be smart and is ultimately repellent. [11 May 1992]",
TIME AND TIDE,2000,Hark Tsui,Philadelphia Inquirer,88,Steven Rea,"Kinetic and kooky, with a climactic shoot-out at a rail station that's daring in its ridiculousness.",
TIME AND TIDE,2000,Hark Tsui,Portland Oregonian,83,Kim Morgan,"A lyrical, exciting adrenaline rush.",
TIME AND TIDE,2000,Hark Tsui,L.A. Weekly,80,Paul Malcolm,Extraordinarily witty (nothing new for this director) while coming off as a taunt to anyone who'd dare to follow in his wake.,
TIME AND TIDE,2000,Hark Tsui,Austin Chronicle,78,Marc Savlov,"This single film beats every other Hollywood action film of the past five years, hands down. It's not even close. Welcome back, Mr. Tsui.",
TIME AND TIDE,2000,Hark Tsui,Chicago Tribune,75,John Petrakis,Gives you your money's worth and then some.,
TIME AND TIDE,2000,Hark Tsui,San Francisco Chronicle,75,Wesley Morris,"At its most compulsive, this is the only action flick you'll need this summer.",
TIME AND TIDE,2000,Hark Tsui,Chicago Sun-Times,75,Roger Ebert,Essentially a hyperactive showcase for Tsui Hark's ability to pile one unbelievably complex action sequence on top of another.,
TIME AND TIDE,2000,Hark Tsui,Village Voice,70,J. Hoberman,"Jagged and jokey, filled with glam young people, lyrical Canto-Pop, and narrative non sequiturs, Time and Tide is Tsui's version of neo-new wave.",
TIME AND TIDE,2000,Hark Tsui,New Times (L.A.),70,Andy Klein,"This is not Tsui's best film by a substantial margin, but it's immense fun.",
TIME AND TIDE,2000,Hark Tsui,Los Angeles Times,70,Kevin Thomas,"Visually, the film is a stunner with its impossibly mobile camera work. It is also all but impossible to hold on to the story line.",
TIME AND TIDE,2000,Hark Tsui,Seattle Post-Intelligencer,67,Sean Axmaker,Ultimately feels hollow and slapdash.,
TIME AND TIDE,2000,Hark Tsui,Baltimore Sun,63,Chris Kaltenbach,If only it had a plot mere humans could follow.,
TIME AND TIDE,2000,Hark Tsui,New York Magazine (Vulture),60,Peter Rainer,"It's an opulent, if instantly disposable, kinetic joyride.",
TIME AND TIDE,2000,Hark Tsui,TV Guide Magazine,60,Maitland McDonagh,"So crammed with plot twists that it's hard to follow, simultaneously ludicrous, sappy and casually dismissive of all the things Hollywood holds dear.",
TIME AND TIDE,2000,Hark Tsui,The New York Times,60,A.O. Scott,"A woozy, disconnected piece of filmmaking about drugs, rock 'n' roll and the aftermath of sex.",
TIME AND TIDE,2000,Hark Tsui,Mr. Showbiz,60,Kevin Maynard,Makes for compulsive viewing even though its noirish plot doesn't make a lick of sense.,
TIME AND TIDE,2000,Hark Tsui,Variety,50,David Stratton,An almost plotless effort that features charismatic stars and plentiful scenes of finely choreographed mayhem.,
TIME AND TIDE,2000,Hark Tsui,Christian Science Monitor,50,David Sterritt,Flashy but uninvolving crime thriller.,
TIME AND TIDE,2000,Hark Tsui,Washington Post,50,Stephen Hunter,The result is a cross between a hurricane and a tornado as run through a movieola dialed all the way up to 10.,
TIME AND TIDE,2000,Hark Tsui,Film.com,40,Ernest Hardy,"Unfortunately, whenever the story quiets down for exposition or to move the plot forward, it all becomes a grinding and often confusing bore.",
TIME AND TIDE,2000,Hark Tsui,Chicago Reader,40,Lisa Alspector,Sometimes come together exquisitely.,
TIME AND TIDE,2000,Hark Tsui,New York Post,38,Jonathan Foreman,It proves once again that it doesn't matter if the camera is dancing a jig on the ceiling if the storytelling is no good.,
TIME AND TIDE,2000,Hark Tsui,Boston Globe,38,Chris Fujiwara,"A desperate, cynical self-parody.",
THE BRIDGE ON THE RIVER KWAI,1957,David Lean,Chicago Sun-Times,100,Richard Roeper,"The story in the jungle moves ahead neatly, economically, powerfully.",
THE BRIDGE ON THE RIVER KWAI,1957,David Lean,Empire,100,Ian Nathan,"Possibly Lean's most complicated movie, Kwai is a towering work.",
THE BRIDGE ON THE RIVER KWAI,1957,David Lean,Variety,100,Mike Kaplan,"A gripping drama, expertly put together and handled with skill in all departments. Its potency stems only partly from the boxoffice draw of William Holden and, to a lesser degree, Alec Guinness. What elevates “Kwai” to the rank of an artistic and financial triumph for producer Sam Spiegel is the engrossing entertainment it purveys, including some scenes which will be listed as among the best of film memorabilia.",
THE BRIDGE ON THE RIVER KWAI,1957,David Lean,The New York Times,100,Bosley Crowther,"Brilliant is the word, and no other, to describe the quality of skills that have gone into the making of this picture, from the writing of the script out of a novel by the Frenchman Pierre Boulle, to direction, performance, photographing, editing and application of a musical score.",
THE BRIDGE ON THE RIVER KWAI,1957,David Lean,Slant Magazine,100,Christian Blauvelt,"Whereas Lawrence of Arabia and Doctor Zhivago feel more pictorial than cinematic, The Bridge on the River Kwai carefully builds its psychological tension until it erupts in a blinding flash of sulfur and flame.",
THE BRIDGE ON THE RIVER KWAI,1957,David Lean,ReelViews,100,James Berardinelli,"The post-World War II cinematic landscape is littered with big-budget movies about the conflict and the toll it took upon those who participated. Some of those pictures have become timeless classics and some are nearly forgotten. Few, if any, are as simultaneously thrilling, awe-inspiring, and tragic as The Bridge on the River Kwai",
THE BRIDGE ON THE RIVER KWAI,1957,David Lean,New York Daily News,100,Kate Cameron,"Brilliant performances are to be credited to Alec Guinness, as the British colonel, who insists on sticking to the rules of the Geneva Conference governing prisoners of war, and Sessue Hayakawa as the stubborn, cruel, proud Japanese officer.",
THE BRIDGE ON THE RIVER KWAI,1957,David Lean,TV Guide Magazine,100,Staff (Not Credited),"This intelligent and exciting WWII tale, masterfully helmed by Lean (at the start of his ""epic"" period), features a splendid performance from Guinness as Col. Nicholson, a British officer who has surrendered with his regiment to the Japanese in Burma in 1943.",
THE BRIDGE ON THE RIVER KWAI,1957,David Lean,Entertainment Weekly,100,Marc Bernardin,"The Bridge on the River Kwai is that rare film about something as seemingly black-and-white as World War II that is colored entirely in shades of gray, and the better for it.",
THE BRIDGE ON THE RIVER KWAI,1957,David Lean,Time,100,Staff (Not Credited),"It is a whale (2 hr. 41 min.) of a story, and in the telling of it, British Director David Lean (Brief Encounter, Great Expectations) does a whale of a job. He shows a dazzlingly musical sense and control of the many and involving rhythms of a vast composition. He shows a rare sense of humor and a feeling for the poetry of situation; and he shows the even rarer ability to express these things, not in lines but in lives. Most important of all, he understands the real nature of the story he is telling.",
THE BRIDGE ON THE RIVER KWAI,1957,David Lean,BBC,100,Almar Haflidason,"Director David Lean achieves a fine balance of creating complex characters from a fine cast, while keeping the pace up throughout this long movie.",
THE BRIDGE ON THE RIVER KWAI,1957,David Lean,The New Republic,90,Philip Roth,"Despite the thinness of the final gesture, The Bridge remains an engrossing and stirring movie. Amazingly, it allows an American to feel patriotic about the British, and that is because it is not, thank God, patriotic about patriotism. Rather it represents the limitations of moral and national passion is well as its glories, and consequently makes patriotism, courage, and pride human possibilities.",
THE BRIDGE ON THE RIVER KWAI,1957,David Lean,LarsenOnFilm,88,Josh Larsen,"Lean stages the events with an expert sense of suspense, then leaves us wondering what to make of the mythologizing that came before. Was all that whistling really the sound of legendary British resolve, or were those soldiers only whistling past their own graveyard?",
THE BRIDGE ON THE RIVER KWAI,1957,David Lean,Time Out,80,Keith Uhlich,"If there's a misstep here, it would be in the character of camp medic Maj. Clipton (James Donald). His overwrought dialogue---especially some Heston-like cries of ""Madness!"" during the finale---is too much of an on-the-nose contrast to the story's necessarily clinical existentialism. It slightly dilutes the film's piercing grandeur, but the nit is easily enough picked.",
THE BRIDGE ON THE RIVER KWAI,1957,David Lean,The New Yorker,60,Pauline Kael,"The film is rather misshapen, particularly in the sections featuring William Holden, and the action that detonates the explosive finish isn't quite clear. However, Alec Guinness is compelling as the English Colonel Nicholson.",
THE BRIDGE ON THE RIVER KWAI,1957,David Lean,Chicago Reader,50,Dave Kehr,"For what it is, it ain't bad, though it serves mainly as an illustration of the ancient quandary of revisionist moviemakers: if all you do is systematically invert cliches, you simply end up creating new ones.",
TRANSIT,2018,Christian Petzold,The Globe and Mail (Toronto),100,Kate Taylor,"Both leads fit their performances seamlessly into this destabilizing scheme, providing a provocative timelessness to the characters.","Nov 8, 2018"
TRANSIT,2018,Christian Petzold,RogerEbert.com,100,Brian Tallerico,"It is daring, riveting, and the first great movie of 2019.","Feb 27, 2019"
TRANSIT,2018,Christian Petzold,The New York Times,100,Manohla Dargis,"By turns intimate and expansive, Transit is a thrilling, at times harrowing labyrinth of a movie.","Feb 28, 2019"
TRANSIT,2018,Christian Petzold,Wall Street Journal,100,Joe Morgenstern,"The result is provocative, even startling, and more edifying than you might expect.","Mar 8, 2019"
TRANSIT,2018,Christian Petzold,The A.V. Club,91,A.A. Dowd,"Transit doesn’t just freeze its characters in place. They’re stuck in time, too, on a continuum that connects today’s exiled lost souls to yesterday’s. Because when it comes to people without country fleeing for their lives across the globe, there is no old or new, no then or now, no past or future, just an awful present tense. Transit, meanwhile, looks from this present tense like an early contender for the best movie of 2019. Or wait, is it 1939?","Mar 1, 2019"
TRANSIT,2018,Christian Petzold,Variety,90,Guy Lodge,A refugee portrait that piles contrivance upon contrivance to somehow land at a place of piercing emotional acuity.,
TRANSIT,2018,Christian Petzold,New York Magazine (Vulture),90,David Edelstein,"It’s worth shaking off the incongruities and getting on the movie’s wavelength. Once Transit’s bitterly ironic vision takes hold, it eats into the mind.","Feb 21, 2019"
TRANSIT,2018,Christian Petzold,Little White Lies,90,Trevor Johnston,"With so many layers to unpack, this one stays with you.","Feb 14, 2022"
TRANSIT,2018,Christian Petzold,Austin Chronicle,89,Josh Kupecki,"This is a film about people who are stuck, not just by the structures that bind them, but by themselves. Transit is a brilliant and timely film that reminds us that we may all be currently in hell, and regret the folly of our lives, but perhaps we have each other.","Mar 27, 2019"
TRANSIT,2018,Christian Petzold,Slant Magazine,88,Steve Macfarlane,"Christian Petzold’s lean, rigorous filmmaking proves essential as the story begins to run, deliberately, in circles.","Oct 21, 2018"
TRANSIT,2018,Christian Petzold,TheWrap,88,William Bibbiani,"The film’s empathy for the unwanted, its frustration at the system, and its uncompromising depiction of people trying to do the right thing when fate clearly has other plans, registers with real power.","Mar 1, 2019"
TRANSIT,2018,Christian Petzold,Chicago Tribune,88,Michael Phillips,"A more threatening embodiment of that idea, of new times that seem like old times, comes to subtly provocative life in Transit, one of the most intriguing films of the new year. Written and directed by German filmmaker Christian Petzold, it’s an audacious reminder that there’s more than one way to adapt a so-called “period” novel for a new era.","Mar 14, 2019"
TRANSIT,2018,Christian Petzold,The Film Stage,83,Ed Frankl,"This is a richly rewarding film, packed with ideas and riddles, that will surely benefit from repeat viewings.",
TRANSIT,2018,Christian Petzold,Entertainment Weekly,83,Chris Nashawaty,"Petzold walks the tricky tightrope of being both timeless and timely, the performances (especially those of Rogowski and Beer) are chillingly good, and the ambiguous final shot is damn near perfect. In Transit, the past is prologue… and it’s devastating.","Feb 28, 2019"
TRANSIT,2018,Christian Petzold,Original-Cin,83,Liam Lacey,"The filmmaking is taut and skillful and Petzold largely succeeds with his double-track gambit: As a nightmarish but somehow comfortingly familiar thriller about fear, persecution, and mistaken identity. It also disturbs as a prophecy of the consequences of Europe's resurgent neo-fascist politics and anti-immigrant politics.","Feb 28, 2019"
TRANSIT,2018,Christian Petzold,Consequence,83,Blake Goble,"Transit is a walkabout potobiler that ruminates more often than it feels compelled to run. It’s brutal, stark, dry, compelling, rich, and all the other drastic hyperbole that one can only bestow upon a genre-bending experiment like this one.","Mar 1, 2019"
TRANSIT,2018,Christian Petzold,The Hollywood Reporter,80,Boyd van Hoeij,"There is no denying that, initially, Transit’s story might feel excessively oblique. But as the film slowly puts its formalistic and thematic cards on the table, it becomes clear that its storytelling technique is really just a reflection of its core themes.",
TRANSIT,2018,Christian Petzold,Film Threat,80,Alex Saveliev,"An acute reflection of the current refugee crisis, minimalist and poetic in its approach, Transit, unlike its protagonists, seamlessly reaches its destination: a conclusion so heartbreaking, it will resonate for weeks after.","Mar 1, 2019"
TRANSIT,2018,Christian Petzold,Los Angeles Times,80,Justin Chang,"Transit touchingly illuminates the close bonds that can form within migrant communities, even as it refuses to harbor any illusions about how easily those bonds can be broken.","Mar 6, 2019"
TRANSIT,2018,Christian Petzold,The Guardian,80,Peter Bradshaw,The strangeness of this story will live in your bloodstream like a virus.,"Aug 14, 2019"
TRANSIT,2018,Christian Petzold,The Observer (UK),80,Simran Hans,"Fascinatingly, in this world there are only fascists, making the film’s looming riot police feel like a real and relevant threat.","Aug 19, 2019"
TRANSIT,2018,Christian Petzold,IndieWire,75,David Ehrlich,"The result is a film that lucidly traces the specter of fascism (never extinguished, always waiting to exhale), and how unreal it feels for it to cast its shadow across Europe once more. It’s also a film that feels stuck between stations, so doggedly theoretical that it borders on becoming glib.",
TRANSIT,2018,Christian Petzold,Washington Post,75,Michael O'Sullivan,"All this can make Transit a bit confusing at times, in addition to lending it the patina of metafiction. It’s almost as if the tale is being acted out by people who know they are players in a drama, and not real human beings.","Mar 5, 2019"
TRANSIT,2018,Christian Petzold,LarsenOnFilm,75,Josh Larsen,"In the fractured funhouse mirror that is Transit, contemporary France by way of World War II looks an awful lot like the United States in 2019.","Mar 10, 2019"
TRANSIT,2018,Christian Petzold,San Francisco Chronicle,75,Walter Addiego,"Transit has a hint of science fiction, and more than a hint of Kafka. And despite the story’s link to World War II, it’s clear that Petzold wants it to resonate with today’s immigration problems.","Mar 19, 2019"
TRANSIT,2018,Christian Petzold,The New Yorker,70,Anthony Lane,"Sitting through Transit is like watching an anti-“Casablanca,” so diligent is Petzold in the draining of romantic hopes, and there were times when I dreamed that Claude Rains would stroll in and order a champagne cocktail. What sustains this highly unusual film, and lends it an ominous momentum, is the figure of Rogowski, as Georg.","Feb 25, 2019"
TRANSIT,2018,Christian Petzold,The Playlist,67,Jessica Kiang,"Be prepared to be challenged by the glittering, allusive and often bewitching “Transit,” but also to be frustrated on discovering that even if you manage to piece it all together, in this particular crazy world the problems of three little people ultimately don’t amount to a hill of beans.",
TRANSIT,2018,Christian Petzold,Boston Globe,63,Ty Burr,"This is a movie that wants to reflect the limbo of war refugees and the greater limbo of life itself — the circles we run in while believing we’re walking a straight line. It does so with a precise, observant tone that’s cool, sometimes cruel, and ultimately coldly reductive.","Mar 14, 2019"
TRANSIT,2018,Christian Petzold,Screen Daily,60,Demetrios Matheou,"Like all of his work, the writer/director’s fourth film in Berlinale competition is elegantly made, ingenious and intellectually challenging. Yet it’s also too much like hard work to be entirely satisfying and, dramatically, it suffers from the same condition as its protagonists: inertia.",
TRANSIT,2018,Christian Petzold,The Telegraph,60,Tim Robey,"While it’s fair to say that Transit isn’t aiming for a torn-from-the-headlines specificity about the issues of today, it could be accused of dodging some racial questions, and some of its Petzoldian gambits – including a love triangle that remixes Casablanca with sepulchral dabs of Vertigo – dampen its dramatic charge.","Aug 17, 2019"
TRANSIT,2018,Christian Petzold,CineVue,40,Patrick Gamble,"Petzold struggles to keep hold of the reigns, wielding the effects of melodrama with little to no precision or psychological acuity, and leaving the essential romance at the heart of the story to be rendered almost entirely unbelievable.",
SHORT CUTS,1993,Robert Altman,Time,100,Richard Schickel,"It is, finally, as a richly pulsating, hugely entertaining human comedy -- antic, wayward, glancing -- that Short Cuts bemuses, amuses and finally entrances us. [4 Oct 1993]",
SHORT CUTS,1993,Robert Altman,USA Today,100,Mike Clark,"This definitive ""life goes on"" movie does what Altman does best: juggle 22 characters, deftly switch moods, and offer a comlex warts-and-all characters whose lives seem to extend beyond the screen. Few movies attempt this; Fewer succeed. [1 Oct 1993]",
SHORT CUTS,1993,Robert Altman,Chicago Sun-Times,100,Roger Ebert,"Los Angeles always seems to be waiting for something. Permanence seems out of reach; some great apocalyptic event is on the horizon, and people view the future tentatively. Robert Altman's Short Cuts captures that uneasiness perfectly.",
SHORT CUTS,1993,Robert Altman,The New York Times,100,Vincent Canby,"It raises the spirits not by phony sentimentality but by the amplitude of its art. From time to time, it is also roaringly funny... A terrific movie. [1 Oct 1993, p.C1]",
SHORT CUTS,1993,Robert Altman,Rolling Stone,100,Peter Travers,"Part of the miracle of Robert Altman's triumphantly fierce, funny, moving and innovative Short Cuts is that you can't get this movie out of your head. You keep playing it back to savor its formula-smashing audacity, its peerless performances and its cleareyed view of blasted lives.",
SHORT CUTS,1993,Robert Altman,Washington Post,100,Desson Thomson,The movie equivalent of a great read. It's a masterfully conducted concert of characters...already head and shoulders above most of the competition.,
SHORT CUTS,1993,Robert Altman,Chicago Tribune,100,Michael Wilmington,"Some movies can lay claim to being the best thing around in a week, a month, a year. Robert Altman's Short Cuts is closer to being one of the all-time bests, among the finest American films since the advent of sound. [22 Oct 1993]",
SHORT CUTS,1993,Robert Altman,Los Angeles Times,100,Kenneth Turan,"A rich, unnerving film, as comic as it is astringent, that in its own quiet way works up a considerable emotional charge. [8 Oct 1993]",
SHORT CUTS,1993,Robert Altman,Wall Street Journal,100,Julie Salamon,"Extraordinary...The movie has the intensity of an epic, only its subject matter is everyday life. [19 Oct 1993, p.A18(E)]",
SHORT CUTS,1993,Robert Altman,Variety,90,Todd McCarthy,"Exploding Raymond Carver's spare stories and minimally drawn characters onto the screen with startling imagination, Robert Altman has made his most complex and full-bodied human comedy since ""Nashville.""",
SHORT CUTS,1993,Robert Altman,Austin Chronicle,89,Louis Black,"Carver's stories are obviously inspiring for Altman, and that's the point, this movie is bursting at the seams with ideas and energy.",
SHORT CUTS,1993,Robert Altman,ReelViews,88,James Berardinelli,"It's a genuine pleasure to find a movie with such a deep and intelligent portrayal of simple human lives, with all their minor triumphs and tragedies.",
SHORT CUTS,1993,Robert Altman,Film.com,80,John Hartl,"Altman lucked out when he cast a singer, Ronee Blakley, in a major role in ""Nashville,"" but he has not been as fortunate here with Annie Ross and Lyle Lovett, who lack Blakley's soulful dramatic presence.",
SHORT CUTS,1993,Robert Altman,Empire,80,Staff (Not Credited),"At first, it's hard to sort out who knows who and where the stories connect, but it eventually comes together, combining the gripping power of a soap opera with the skewed, unusual perspectives of Carver and Altman.",
SHORT CUTS,1993,Robert Altman,San Francisco Chronicle,75,Edward Guthmann,"It's compelling, emotionally exhausting terrain, and Altman delivers it in cold, blunt strokes. [22 Oct 1993]",
SHORT CUTS,1993,Robert Altman,TV Guide Magazine,70,Staff (Not Credited),"Quirky, sometimes brilliant, and mostly ice-cold.",
SHORT CUTS,1993,Robert Altman,Chicago Reader,70,Jonathan Rosenbaum,"Inevitably it's a mixed bag, though the film's assurance in keeping it all coherent is at times exhilarating.",
SHORT CUTS,1993,Robert Altman,Christian Science Monitor,67,David Sterritt,"A daring but flawed achievement, diluting its emotional power and satirical bite with a self-consciously jagged structure, and a calculating, sometimes chilly untertone. [1 Oct 1993]",
SHORT CUTS,1993,Robert Altman,The Globe and Mail (Toronto),50,Rick Groen,"Altman shakes the camera like a two-bit horror director, and it seems a different sort of signature - less masterful than weary, less signed than resigned. Zero-sum, indeed.",
SHORT CUTS,1993,Robert Altman,The New Republic,50,Stanley Kauffmann,"To read a Carver collection is to walk through a gallery of beautifully formed objects. To blend his stories into ""soup,"" no matter how smartly, to see them ""as just one story,"" is to vandalize good art, to rationalize filmic opportunism as aesthetic principle. [25 Oct 1993]",
SHORT CUTS,1993,Robert Altman,The New Yorker,50,Terrence Rafferty,"The correspondences he wants us to see from up there start to look contrived, illusory. [27 Sept 1993, p.98]",
SHORT CUTS,1993,Robert Altman,Washington Post,20,Rita Kempley,"A cynical, sexist and shallow work from cinema's premier misanthrope, Robert Altman, who here shows neither compassion for -- nor insight into -- the human condition.",
"THE GOOD, THE BAD, AND THE UGLY",1966,Sergio Leone,Chicago Reader,100,Dave Kehr,"Though ordained from the beginning, the three-way showdown that climaxes the film is tense and thoroughly astonishing.",
"THE GOOD, THE BAD, AND THE UGLY",1966,Sergio Leone,Chicago Tribune,100,Michael Wilmington,"An improbable masterpiece -- a bizarre mixture of grandly operatic visuals, grim brutality and sordid violence that keeps wrenching you from one extreme to the other.",
"THE GOOD, THE BAD, AND THE UGLY",1966,Sergio Leone,Seattle Post-Intelligencer,100,Sean Axmaker,"There are two kinds of people, my friend. Those who love Sergio Leone's The Good, the Bad, and the Ugly, and those who resist the machismo and gallows humor of what is arguably the definitive spaghetti western.",
"THE GOOD, THE BAD, AND THE UGLY",1966,Sergio Leone,Boston Globe,100,Ty Burr,Gorgeously stoic art film.,
"THE GOOD, THE BAD, AND THE UGLY",1966,Sergio Leone,TV Guide Magazine,80,Staff (Not Credited),"A massive, many-faceted film that continues to hold up, viewing after viewing.",
"THE GOOD, THE BAD, AND THE UGLY",1966,Sergio Leone,Village Voice,70,Michael Atkinson,"All told, and in giant widescreen, it's only blood-red adolescent fun, but it blooms like Douglas Sirk with a Gatling gun compared to the teenage demographic's current fare. Matrix, schmatrix: This is the season's supreme party movie.",
"THE GOOD, THE BAD, AND THE UGLY",1966,Sergio Leone,Variety,60,Staff (Not Credited),"A curious amalgam of the visually striking, the dramatically feeble and the offensively sadistic.",
SEXY BEAST,2000,Jonathan Glazer,Salon,100,Andrew O'Hehir,"An extraordinary and original creation. It belongs alongside ""Amores Perros"" and ""Memento"" on a shortlist of 2001's most exciting revelations.",
SEXY BEAST,2000,Jonathan Glazer,San Francisco Chronicle,100,Wesley Morris,A vicious horror flick with an actual beast and someone who just acts like one.,
SEXY BEAST,2000,Jonathan Glazer,Entertainment Weekly,100,Owen Gleiberman,Carries so much impacted menace and visual narrative gamesmanship that it brought back some of the excitement I felt nearly a decade ago watching Quentin Tarantino's ''Reservoir Dogs.'',
SEXY BEAST,2000,Jonathan Glazer,Portland Oregonian,91,Staff (Not credited),"It's all jolly bad fun, but the primo aspect of the exercise is the phenomenally intense performance by Kingsley as a careening sociopath who is every bit as dangerous to his friends as to his foes.",
SEXY BEAST,2000,Jonathan Glazer,Village Voice,90,Amy Taubin,There are long stretches in Sexy Beast that are so exhilarating it feels churlish to dwell on its flaws.,
SEXY BEAST,2000,Jonathan Glazer,The New York Times,90,Dana Stevens,"He's (Kingsley) pure violence, a sociopath who radiates menace even while sitting perfectly still mouthing pleasantries.",
SEXY BEAST,2000,Jonathan Glazer,New Times (L.A.),90,Andy Klein,"One of the compulsively watchable films this year, second only to ""Memento.""  It's a must-see, except for those with a sensitivity to on-screen mayhem.",
SEXY BEAST,2000,Jonathan Glazer,Slate,90,David Edelstein,"The movie is riotously entertaining, and with a big heart, too.",
SEXY BEAST,2000,Jonathan Glazer,Rolling Stone,90,Peter Travers,Kingsley creates an unforgettable monster. Acting rarely gets this hypnotically explosive.,
SEXY BEAST,2000,Jonathan Glazer,Newsweek,90,David Ansen,A demonstration of bravura acting.,
SEXY BEAST,2000,Jonathan Glazer,Los Angeles Times,90,Kenneth Turan,"Though it can overreach for emotional effect and overplay its hand at times -- Sexy Beast brings considerable virtues to telling this tale, including a great eye for faces and director Glazer's palpable excitement at working in the feature medium.",
SEXY BEAST,2000,Jonathan Glazer,New York Magazine (Vulture),90,Peter Rainer,"A flashy, nasty triumph",
SEXY BEAST,2000,Jonathan Glazer,Philadelphia Inquirer,88,Desmond Ryan,"Glazer has a daring sense of story structure that ratchets up the suspense, and his sense for sardonic black comedy is unerring.",
SEXY BEAST,2000,Jonathan Glazer,New York Daily News,88,Jami Bernard,Noir has never been this bright.,
SEXY BEAST,2000,Jonathan Glazer,Miami Herald,88,Curtis Morgan,It is a riveting and memorable performance and Kingsley finds subtlety in Logan where there doesn't seem to be any.,
SEXY BEAST,2000,Jonathan Glazer,Chicago Sun-Times,88,Roger Ebert,"These are hard men. They could have the ""Sopranos"" for dinner, throw up and have them again.",
SEXY BEAST,2000,Jonathan Glazer,Chicago Tribune,88,Robert K. Elder,"A noir masterpiece with Oscar-caliber performances, Sexy Beast slowly turns up the heat until we squirm.",
SEXY BEAST,2000,Jonathan Glazer,L.A. Weekly,80,Ella Taylor,"Glazer shoots with the dreamy impressionism much favored in his principal line of work, all floaty slo-mos and in-your-face close-ups punctuated by a hard-driving rock score.",
SEXY BEAST,2000,Jonathan Glazer,Washington Post,80,Desson Thomson,"A Molotov cocktail of a movie, an engaging conflagration of British B-flick, cockney wit and gallows humor. There's even a delicate little love story in there.",
SEXY BEAST,2000,Jonathan Glazer,Wall Street Journal,80,Joe Morgenstern,"Appeal lies on the bright, shiny surface of its ostensibly simple plot, and in its rat-a-tat-tat language, which often sounds like Mamet-visits-Spyne.",
SEXY BEAST,2000,Jonathan Glazer,Mr. Showbiz,80,Michael Atkinson,"Confident, mature, deeply conceived, and convincingly inhabited, it's a surprisingly humane film -- despite the close-range shotgun spray.",
SEXY BEAST,2000,Jonathan Glazer,Austin Chronicle,78,Marc Savlov,"It smarts, and shocks, and just for a moment blows your mind.",
SEXY BEAST,2000,Jonathan Glazer,New York Post,75,Lou Lumenick,"A smart, funny, stylish and very violent British gangster movie.",
SEXY BEAST,2000,Jonathan Glazer,Seattle Post-Intelligencer,75,Sean Axmaker,Plays in spots something like a stage play smartly brought to screen.,
SEXY BEAST,2000,Jonathan Glazer,Boston Globe,75,Jay Carr,"Slightly misshapen and unbalanced, with a few loose ends, a few extraneous dream sequences. But there's something going on all the time.",
SEXY BEAST,2000,Jonathan Glazer,TV Guide Magazine,70,Maitland McDonagh,The main event is the Mamet-esque battle of foul words between vintage hard-case Ray Winstone and the seething sociopath played by Ben Kingsley.,
SEXY BEAST,2000,Jonathan Glazer,Variety,70,Derek Elley,"Often enjoyable, massively uneven Brit ganglander with an almost surreal approach to the genre.",
SEXY BEAST,2000,Jonathan Glazer,Baltimore Sun,63,Michael Sragow,Kingsley gives the movie a jolt and blows the rest of it to pieces.,
SEXY BEAST,2000,Jonathan Glazer,Chicago Reader,40,Jonathan Rosenbaum,Drove violence to the point of redundancy.,
SEXY BEAST,2000,Jonathan Glazer,Washington Post,10,Stephen Hunter,"In the end, I'm wondering what's so special about a film that has but one guilty pleasure and that's Ben Kingsley spraying saliva-lubricated variants of the F-word into the atmosphere like anti-aircraft fire for 10 solid minutes.",
BLACK HARVEST PRESENTS: MAHOGANY AT 50 — INVISIBLE BEAUTY,2023,"Bethann Hardison, Frédéric Tcheng",RogerEbert.com,88,Peyton Robinson,"In capturing Hardison's breakthrough as a model to her trailblazing as an activist, Invisible Beauty is profoundly inspiring and thoroughly adoring.","Sep 15, 2023"
